StockCode,Description,TotalAmount_sum,TotalAmount_mean,TotalAmount_count,Quantity_sum,Quantity_mean,UnitPrice_mean,UnitPrice_std,CustomerID_nunique,InvoiceNo_nunique,Revenue_per_Customer,Avg_Quantity_per_Transaction,Revenue_Category,Popularity_Category
21668,RED STRIPE CERAMIC DRAWER KNOB,6326.7,17.92,353,5119,14.5,1.3,0.18,170,343,37.22,14.92,Premium,Best-Seller
21669,BLUE STRIPE CERAMIC DRAWER KNOB,6399.26,17.02,376,5049,13.43,1.33,0.23,167,361,38.32,13.99,Premium,Best-Seller
21670,BLUE SPOT CERAMIC DRAWER KNOB,5124.77,16.91,303,4073,13.44,1.3,0.1,159,296,32.23,13.76,Premium,Best-Seller
21671,RED SPOT CERAMIC DRAWER KNOB,5257.21,17.64,298,4232,14.2,1.29,0.1,166,293,31.67,14.44,Premium,Best-Seller
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5695.59,17.69,322,4623,14.36,1.29,0.1,159,314,35.82,14.72,Premium,Best-Seller
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,5104.45,17.42,293,4097,13.98,1.3,0.1,155,284,32.93,14.43,Premium,Best-Seller
21675,BUTTERFLIES STICKERS,458.01,8.64,53,537,10.13,0.94,0.25,45,52,10.18,10.33,Medium,Popular
21676,FLOWERS  STICKERS,191.05,5.97,32,211,6.59,1.09,0.37,21,32,9.1,6.59,Medium,Occasional
21677,HEARTS  STICKERS,665.2,8.21,81,778,9.6,0.92,0.22,62,81,10.73,9.6,High,Popular
21678,PAISLEY PATTERN  STICKERS,88.4,5.52,16,104,6.5,0.85,0.0,16,16,5.52,6.5,Low,Occasional
21679,SKULLS  STICKERS,891.22,10.24,87,1054,12.11,0.85,0.01,67,87,13.3,12.11,High,Popular
21680,WOODLAND  STICKERS,683.4,12.89,53,804,15.17,0.85,0.0,43,53,15.89,15.17,High,Popular
21681,GIANT MEDINA STAMPED METAL BOWL ,19.9,9.95,2,2,1.0,9.95,0.0,2,2,9.95,1.0,Low,Niche
21682,LARGE MEDINA STAMPED METAL BOWL ,896.01,17.57,51,180,3.53,5.05,0.7,42,51,21.33,3.53,High,Popular
21683,MEDIUM MEDINA STAMPED METAL BOWL ,876.15,18.25,48,297,6.19,2.95,0.0,39,48,22.47,6.19,High,Popular
21684,SMALL MEDINA STAMPED METAL BOWL ,575.41,15.55,37,764,20.65,0.89,0.27,27,36,21.31,21.22,Medium,Occasional
21686,MEDINA STAMPED METAL STOOL,1308.3,68.86,19,34,1.79,39.69,1.15,6,19,218.05,1.79,High,Occasional
21688,SILVER PLATE CANDLE BOWL SMALL,932.2,23.9,39,316,8.1,2.95,0.0,36,39,25.89,8.1,High,Occasional
21689,SILVER VANILLA  FLOWER CANDLE POT,345.0,15.0,23,92,4.0,3.75,0.0,22,23,15.68,4.0,Medium,Occasional
21690,SILVER  CANDLEPOT JARDIN ,90.0,10.0,9,24,2.67,3.75,0.0,6,7,15.0,3.43,Low,Niche
21692,SILVER LATTICE VANILLA CANDLE POT,63.75,7.97,8,17,2.12,3.75,0.0,7,7,9.11,2.43,Low,Niche
21693,SMALL HAMMERED SILVER CANDLEPOT ,1056.1,23.47,45,358,7.96,2.95,0.0,40,43,26.4,8.33,High,Popular
21694,SMALL REGAL  SILVER CANDLEPOT ,817.05,40.85,20,303,15.15,2.91,0.12,18,20,45.39,15.15,High,Occasional
21695,SMALL SILVER FLOWER CANDLE POT,834.85,23.19,36,283,7.86,2.95,0.0,35,35,23.85,8.09,High,Occasional
21696,SMALL SILVER TRELLIS CANDLEPOT,702.1,22.65,31,238,7.68,2.95,0.0,27,30,26.0,7.93,High,Occasional
21698,MOCK LOBSTER FRIDGE MAGNET,116.62,5.3,22,266,12.09,0.49,0.2,22,22,5.3,12.09,Medium,Occasional
21700,BIG DOUGHNUT FRIDGE MAGNETS,1106.7,12.58,88,1302,14.8,0.85,0.0,58,86,19.08,15.14,High,Popular
21703,BAG 125g SWIRLY MARBLES,3462.43,13.79,251,9346,37.24,0.43,0.07,174,247,19.9,37.84,Premium,Best-Seller
21704,BAG 250g SWIRLY MARBLES,3850.04,19.25,200,4997,24.98,0.86,0.16,136,199,28.31,25.11,Premium,Best-Seller
21705,BAG 500g SWIRLY MARBLES,1311.01,11.5,114,1385,12.15,1.52,0.67,88,112,14.9,12.37,High,Popular
21706,FOLDING UMBRELLA RED/WHITE POLKADOT,1134.58,16.44,69,229,3.32,5.07,0.86,53,68,21.41,3.37,High,Popular
21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,601.22,12.79,47,120,2.55,5.15,1.03,44,47,13.66,2.55,High,Popular
21708,FOLDING UMBRELLA CREAM POLKADOT,687.4,20.22,34,140,4.12,4.91,0.17,28,33,24.55,4.24,High,Occasional
21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,430.06,13.87,31,87,2.81,5.09,0.91,30,31,14.34,2.81,Medium,Occasional
21710,FOLDING UMBRELLA PINKWHITE POLKADOT,412.41,13.3,31,84,2.71,5.07,0.92,29,31,14.22,2.71,Medium,Occasional
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,420.1,18.27,23,86,3.74,4.89,0.2,22,23,19.1,3.74,Medium,Occasional
21713,CITRONELLA CANDLE FLOWERPOT,1480.45,10.97,135,717,5.31,2.1,0.03,103,130,14.37,5.52,High,Best-Seller
21714,CITRONELLA CANDLE GARDEN POT,1381.25,10.46,132,1105,8.37,1.25,0.0,106,131,13.03,8.44,High,Best-Seller
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,2736.75,19.69,139,1141,8.21,2.52,0.12,116,138,23.59,8.27,Premium,Best-Seller
21716,BOYS VINTAGE TIN SEASIDE BUCKET,2942.12,21.02,140,1214,8.67,2.55,0.31,112,138,26.27,8.8,Premium,Best-Seller
21717,EASTER TIN BUCKET,931.95,24.52,38,405,10.66,2.5,0.14,34,38,27.41,10.66,High,Occasional
21718,RED METAL BEACH SPADE ,1614.92,11.06,146,1290,8.84,1.27,0.14,106,144,15.24,8.96,High,Best-Seller
21719,LOVELY BONBON STICKER SHEET,255.85,7.31,35,301,8.6,0.85,0.0,29,34,8.82,8.85,Medium,Occasional
21720,CAKE SHOP  STICKER SHEET,48.45,6.06,8,57,7.12,0.85,0.0,8,8,6.06,7.12,Low,Niche
21721,CANDY SHOP  STICKER SHEET,148.75,6.76,22,175,7.95,0.85,0.0,19,20,7.83,8.75,Medium,Occasional
21722,SWEET PUDDING STICKER SHEET,56.1,3.51,16,66,4.12,0.85,0.0,14,16,4.01,4.12,Low,Occasional
21723,ALPHABET HEARTS STICKER SHEET,315.35,7.88,40,371,9.28,0.85,0.0,29,38,10.87,9.76,Medium,Occasional
21724,PANDA AND BUNNIES STICKER SHEET,316.2,5.55,57,372,6.53,0.85,0.0,43,57,7.35,6.53,Medium,Popular
21725,SWEETIES  STICKERS,232.9,7.28,32,274,8.56,0.85,0.0,26,32,8.96,8.56,Medium,Occasional
21726,MULTI HEARTS  STICKERS,196.35,5.45,36,231,6.42,0.85,0.0,29,36,6.77,6.42,Medium,Occasional
21730,GLASS STAR FROSTED T-LIGHT HOLDER,2392.74,18.55,129,512,3.97,4.93,0.83,80,127,29.91,4.03,Premium,Popular
21731,RED TOADSTOOL LED NIGHT LIGHT,20106.41,36.82,546,13045,23.89,1.66,0.19,266,533,75.59,24.47,Premium,Best-Seller
21733,RED HANGING HEART T-LIGHT HOLDER,22774.69,32.17,708,7815,11.04,2.95,0.33,384,691,59.31,11.31,Premium,Best-Seller
21735,TWO DOOR CURIO CABINET,2934.9,30.89,95,243,2.56,12.51,0.86,61,95,48.11,2.56,Premium,Popular
21736,GOLD SCROLL GLASS T-LIGHT HOLDER,138.39,19.77,7,83,11.86,1.61,0.83,5,6,27.68,13.83,Medium,Niche
21738,COSY SLIPPER SHOES SMALL  RED ,132.75,6.03,22,45,2.05,2.95,0.0,17,18,7.81,2.5,Medium,Occasional
21739,COSY SLIPPER SHOES SMALL GREEN,417.44,8.35,50,143,2.86,2.88,0.17,38,48,10.99,2.98,Medium,Popular
21741,COSY SLIPPER SHOES LARGE GREEN,386.45,13.8,28,131,4.68,2.95,0.0,27,28,14.31,4.68,Medium,Occasional
21742,LARGE ROUND WICKER PLATTER ,1148.35,12.48,92,193,2.1,5.95,0.0,75,89,15.31,2.17,High,Popular
21743,STAR PORTABLE TABLE LIGHT ,780.2,22.95,34,284,8.35,2.93,0.1,29,33,26.9,8.61,High,Occasional
21744,SNOWFLAKE PORTABLE TABLE LIGHT ,1128.09,13.43,84,367,4.37,3.19,0.79,66,80,17.09,4.59,High,Popular
21745,GAOLERS KEYS DECORATIVE GARDEN ,3427.19,16.32,210,933,4.44,3.78,0.45,115,206,29.8,4.53,Premium,Best-Seller
21746,SMALL RED RETROSPOT WINDMILL,3540.45,18.63,190,2989,15.73,1.26,0.16,122,188,29.02,15.9,Premium,Best-Seller
21747,SMALL SKULL WINDMILL,542.53,12.62,43,449,10.44,1.24,0.04,31,43,17.5,10.44,Medium,Occasional
21749,LARGE RED RETROSPOT WINDMILL,3661.8,33.29,110,1908,17.35,2.08,0.08,80,110,45.77,17.35,Premium,Popular
21750,LARGE SKULL WINDMILL,163.8,9.64,17,78,4.59,2.1,0.0,15,16,10.92,4.88,Medium,Occasional
21754,HOME BUILDING BLOCK WORD,15696.01,21.83,719,2665,3.71,6.02,0.35,360,700,43.6,3.81,Premium,Best-Seller
21755,LOVE BUILDING BLOCK WORD,11559.36,19.86,582,1950,3.35,6.02,0.31,337,557,34.3,3.5,Premium,Best-Seller
21756,BATH BUILDING BLOCK WORD,4739.73,18.44,257,794,3.09,6.03,0.38,168,243,28.21,3.27,Premium,Best-Seller
21757,LIGHTHOUSE PRINTED METAL SIGN,29.7,9.9,3,6,2.0,4.95,0.0,3,3,9.9,2.0,Low,Niche
21758,VINTAGE SHELLS PRINT,202.4,14.46,14,32,2.29,6.41,0.13,13,14,15.57,2.29,Medium,Occasional
21761,WOOD AND GLASS MEDICINE CABINET,299.5,29.95,10,10,1.0,29.95,0.0,10,10,29.95,1.0,Medium,Niche
21763,VINTAGE WOODEN BAR STOOL,169.75,42.44,4,6,1.5,27.46,4.97,4,4,42.44,1.5,Medium,Niche
21769,VINTAGE POST OFFICE CABINET,607.65,303.83,2,11,5.5,66.36,19.22,2,2,303.82,5.5,High,Niche
21770,OPEN CLOSED METAL SIGN,7336.11,21.33,344,1582,4.6,4.94,0.3,262,341,28.0,4.64,Premium,Best-Seller
21773,DECORATIVE ROSE BATHROOM BOTTLE,693.52,11.75,59,920,15.59,1.08,0.34,50,59,13.87,15.59,High,Popular
21774,DECORATIVE CATS BATHROOM BOTTLE,648.28,12.23,53,836,15.77,1.15,0.27,39,53,16.62,15.77,High,Popular
21775,DECORATIVE FLORE BATHROOM BOTTLE,317.66,7.56,42,286,6.81,1.23,0.13,34,42,9.34,6.81,Medium,Occasional
21777,RECIPE BOX WITH METAL HEART,95.4,19.08,5,12,2.4,7.95,0.0,5,5,19.08,2.4,Low,Niche
21781,MA CAMPAGNE CUTLERY BOX,2295.65,25.51,90,159,1.77,14.83,0.51,52,89,44.15,1.79,Premium,Popular
21784,SHOE SHINE BOX ,527.35,13.52,39,53,1.36,9.95,0.0,21,39,25.11,1.36,Medium,Occasional
21785,RAIN PONCHO ,267.95,53.59,5,411,82.2,0.81,0.09,3,4,89.32,102.75,Medium,Niche
21786,POLKADOT RAIN HAT ,700.87,7.15,98,1755,17.91,0.45,0.12,56,90,12.52,19.5,High,Popular
21787,RAIN PONCHO RETROSPOT,7384.63,39.07,189,9283,49.12,0.86,0.15,115,183,64.21,50.73,Premium,Best-Seller
21788,KIDS RAIN MAC BLUE,955.43,13.27,72,1225,17.01,0.85,0.1,61,69,15.66,17.75,High,Popular
21789,KIDS RAIN MAC PINK,692.13,9.48,73,819,11.22,0.86,0.09,55,69,12.58,11.87,High,Popular
21790,VINTAGE SNAP CARDS,10519.67,14.22,740,13421,18.14,0.85,0.1,449,725,23.43,18.51,Premium,Best-Seller
21791,VINTAGE HEADS AND TAILS CARD GAME ,8576.41,17.36,494,7179,14.53,1.27,0.18,342,488,25.08,14.71,Premium,Best-Seller
21792,CLASSIC FRENCH STYLE BASKET GREEN ,1392.6,19.61,71,332,4.68,4.58,1.18,58,71,24.01,4.68,High,Popular
21793,CLASSIC FRENCH STYLE BASKET BROWN,1240.44,18.51,67,296,4.42,4.29,0.95,57,66,21.76,4.48,High,Popular
21794,CLASSIC FRENCH STYLE BASKET NATURAL,2076.32,21.86,95,504,5.31,4.39,1.09,79,95,26.28,5.31,Premium,Popular
21801,CHRISTMAS TREE DECORATION WITH BELL,207.06,9.0,23,493,21.43,0.42,0.0,22,23,9.41,21.43,Medium,Occasional
21802,CHRISTMAS TREE HEART DECORATION,420.42,8.41,50,1001,20.02,0.42,0.0,45,47,9.34,21.3,Medium,Popular
21803,CHRISTMAS TREE STAR DECORATION,477.96,9.37,51,1138,22.31,0.42,0.0,46,49,10.39,23.22,Medium,Popular
21804,WHITE CHRISTMAS GARLAND STARS TREES,656.7,16.02,41,178,4.34,3.72,0.09,37,40,17.75,4.45,High,Occasional
21807,WHITE CHRISTMAS STAR DECORATION,174.3,5.81,30,415,13.83,0.42,0.0,24,25,7.26,16.6,Medium,Occasional
21808,"CHRISTMAS GARLAND STARS,TREES",370.0,16.82,22,100,4.55,3.64,0.53,21,21,17.62,4.76,Medium,Occasional
21809,CHRISTMAS HANGING TREE WITH BELL,995.3,10.94,91,1859,20.43,0.74,0.59,72,85,13.82,21.87,High,Popular
21810,CHRISTMAS HANGING STAR WITH BELL,2516.82,13.18,191,5364,28.08,0.57,0.47,129,175,19.51,30.65,Premium,Best-Seller
21811,CHRISTMAS HANGING HEART WITH BELL,273.75,13.69,20,219,10.95,1.25,0.0,16,17,17.11,12.88,Medium,Occasional
21811,HANGING HEART WITH BELL,1926.55,13.02,148,4161,28.11,0.56,0.39,106,139,18.18,29.94,High,Best-Seller
21812,GARLAND WITH HEARTS AND BELLS,1106.4,24.05,46,232,5.04,4.9,0.17,36,45,30.73,5.16,High,Popular
21813,GARLAND WITH STARS AND BELLS,1221.75,28.41,43,257,5.98,4.9,0.18,38,42,32.15,6.12,High,Occasional
21814,HEART T-LIGHT HOLDER ,108.75,7.25,15,75,5.0,1.45,0.0,11,12,9.89,6.25,Low,Occasional
21815,STAR  T-LIGHT HOLDER ,191.4,9.57,20,132,6.6,1.45,0.0,15,18,12.76,7.33,Medium,Occasional
21816,CHRISTMAS TREE T-LIGHT HOLDER,49.3,5.48,9,34,3.78,1.45,0.0,6,7,8.22,4.86,Low,Niche
21817,GLITTER CHRISTMAS TREE,408.86,6.7,61,908,14.89,0.5,0.2,48,54,8.52,16.81,Medium,Popular
21818,GLITTER CHRISTMAS HEART ,224.4,10.2,22,264,12.0,0.85,0.0,17,18,13.2,14.67,Medium,Occasional
21818,GLITTER HEART DECORATION,1056.73,7.44,142,2435,17.15,0.46,0.2,104,129,10.16,18.88,High,Best-Seller
21819,GLITTER CHRISTMAS STAR ,1054.63,8.18,129,2465,19.11,0.49,0.23,95,118,11.1,20.89,High,Popular
21820,GLITTER HEART GARLAND WITH BELLS ,1192.34,18.07,66,321,4.86,3.79,0.46,49,61,24.33,5.26,High,Popular
21821,GLITTER STAR GARLAND WITH BELLS ,870.45,20.72,42,235,5.6,3.73,0.08,35,41,24.87,5.73,High,Occasional
21822,GLITTER CHRISTMAS TREE WITH BELLS,572.48,8.3,69,618,8.96,1.04,0.67,46,60,12.45,10.3,Medium,Popular
21823,PAINTED METAL HEART WITH HOLLY BELL,687.98,8.93,77,1196,15.53,0.75,0.5,61,69,11.28,17.33,High,Popular
21824,PAINTED METAL STAR WITH HOLLY BELLS,732.8,9.39,78,1474,18.9,0.61,0.43,63,74,11.63,19.92,High,Popular
21826,EIGHT PIECE DINOSAUR SET,116.25,5.54,21,93,4.43,1.25,0.0,16,18,7.27,5.17,Medium,Occasional
21827,EIGHT PIECE CREEPY CRAWLIE SET,7.5,2.5,3,6,2.0,1.25,0.0,3,3,2.5,2.0,Low,Niche
21828,EIGHT PIECE SNAKE  SET,392.5,5.53,71,314,4.42,1.25,0.0,53,68,7.41,4.62,Medium,Popular
21829,DINOSAUR KEYRINGS ASSORTED,1355.61,9.97,136,6570,48.31,0.21,0.03,104,132,13.03,49.77,High,Best-Seller
21830,ASSORTED CREEPY CRAWLIES,1113.79,11.85,94,2647,28.16,0.44,0.08,63,90,17.68,29.41,High,Popular
21832,CHOCOLATE CALCULATOR,1306.73,10.71,122,785,6.43,1.73,0.36,83,115,15.74,6.83,High,Popular
21833,CAMOUFLAGE LED TORCH,4308.54,35.32,122,2646,21.69,1.68,0.04,86,122,50.1,21.69,Premium,Popular
21836,GINGHAM OVEN GLOVE RED HEART ,11.25,5.62,2,3,1.5,3.75,0.0,2,2,5.62,1.5,Low,Niche
21839,MUMMY MOUSE RED GINGHAM RIBBON,5.45,5.45,1,1,1.0,5.45,,1,1,5.45,1.0,Low,Niche
21841,BABY MOUSE RED GINGHAM DRESS,310.25,14.1,22,73,3.32,4.25,0.0,19,20,16.33,3.65,Medium,Occasional
21843,RED RETROSPOT CAKE STAND,20388.35,44.04,463,2129,4.6,10.84,0.61,261,461,78.12,4.62,Premium,Best-Seller
21844,RED RETROSPOT MUG,5030.7,34.22,147,1834,12.48,2.9,0.13,100,145,50.31,12.65,Premium,Best-Seller
21845,DAIRY MAID STRIPE MUG,1796.73,19.74,91,1959,21.53,1.12,0.77,64,90,28.07,21.77,High,Popular
21846,PINK DIAMANTE PEN IN GIFT BOX,425.02,17.0,25,84,3.36,5.59,1.38,12,25,35.42,3.36,Medium,Occasional
21847,GREEN  DIAMANTE PEN IN GIFT BOX,44.55,8.91,5,9,1.8,4.95,0.0,5,5,8.91,1.8,Low,Niche
21849,SILVER DIAMANTE PEN IN GIFT BOX,260.74,10.43,25,52,2.08,5.08,0.67,16,22,16.3,2.36,Medium,Occasional
21850,BLUE  DIAMANTE PEN IN GIFT BOX,429.75,18.68,23,97,4.22,4.89,0.2,12,22,35.81,4.41,Medium,Occasional
21851,LILAC DIAMANTE PEN IN GIFT BOX,138.72,9.25,15,26,1.73,5.62,1.38,12,15,11.56,1.73,Medium,Occasional
21864,UNION JACK FLAG PASSPORT COVER ,1234.44,12.34,100,630,6.3,2.08,0.1,65,97,18.99,6.49,High,Popular
21865,PINK UNION JACK  PASSPORT COVER ,463.38,6.44,72,223,3.1,2.09,0.07,52,68,8.91,3.28,Medium,Popular
21866,UNION JACK FLAG LUGGAGE TAG,670.46,6.1,110,537,4.88,1.3,0.26,79,106,8.49,5.07,High,Popular
21867,PINK UNION JACK  LUGGAGE TAG,336.27,3.82,88,266,3.02,1.28,0.18,56,75,6.0,3.55,Medium,Popular
21868,POTTING SHED TEA MUG,3026.39,12.35,245,2431,9.92,1.33,0.35,153,242,19.78,10.05,Premium,Best-Seller
21870,I CAN ONLY PLEASE ONE PERSON MUG,1701.39,11.82,144,1383,9.6,1.25,0.02,97,140,17.54,9.88,High,Best-Seller
21871,SAVE THE PLANET MUG,6872.92,24.03,286,5938,20.76,1.37,0.3,135,281,50.91,21.13,Premium,Best-Seller
21872,GLAMOROUS  MUG,1388.45,11.02,126,1285,10.2,1.35,0.47,82,121,16.93,10.62,High,Popular
21873,IF YOU CAN'T STAND THE HEAT MUG,1852.41,19.5,95,1677,17.65,1.28,0.54,62,92,29.88,18.23,High,Popular
21874,GIN AND TONIC MUG,3752.07,18.48,203,2874,14.16,1.35,0.18,112,201,33.5,14.3,Premium,Best-Seller
21875,KINGS CHOICE MUG,2284.56,19.53,117,2028,17.33,1.36,0.49,85,116,26.88,17.48,Premium,Popular
21876,POTTERING MUG,4117.66,19.7,209,3590,17.18,1.38,0.48,141,205,29.2,17.51,Premium,Best-Seller
21877,HOME SWEET HOME MUG,7842.43,24.98,314,6399,20.38,1.41,0.39,175,308,44.81,20.78,Premium,Best-Seller
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,1984.8,12.48,159,2410,15.16,0.85,0.06,121,154,16.4,15.65,High,Best-Seller
21879,HEARTS GIFT TAPE,303.23,5.14,59,1027,17.41,0.46,0.23,52,57,5.83,18.02,Medium,Popular
21880,RED RETROSPOT TAPE,676.74,6.7,101,1470,14.55,0.55,0.18,84,100,8.06,14.7,High,Popular
21881,CUTE CATS TAPE,315.55,7.01,45,975,21.67,0.57,0.31,37,45,8.53,21.67,Medium,Popular
21882,SKULLS TAPE,191.28,4.67,41,600,14.63,0.53,0.21,35,38,5.47,15.79,Medium,Occasional
21883,STARS GIFT TAPE ,581.25,6.18,94,1369,14.56,0.55,0.23,82,94,7.09,14.56,Medium,Popular
21884,CAKES AND BOWS GIFT  TAPE,318.81,7.25,44,1017,23.11,0.5,0.22,43,44,7.41,23.11,Medium,Occasional
21888,BINGO SET,5721.96,20.15,284,1552,5.46,3.83,0.58,210,282,27.25,5.5,Premium,Best-Seller
21889,WOODEN BOX OF DOMINOES,7248.45,15.49,468,5804,12.4,1.28,0.19,336,451,21.57,12.87,Premium,Best-Seller
21890,S/6 WOODEN SKITTLES IN COTTON BAG,3255.51,17.79,183,1073,5.86,3.24,0.5,142,176,22.93,6.1,Premium,Best-Seller
21891,TRADITIONAL WOODEN SKIPPING ROPE,10057.64,27.78,362,7950,21.96,1.39,0.1,264,344,38.1,23.11,Premium,Best-Seller
21892,TRADITIONAL WOODEN CATCH CUP GAME ,3673.0,11.96,307,2927,9.53,1.3,0.24,235,297,15.63,9.86,Premium,Best-Seller
21894,POTTING SHED SEED ENVELOPES,610.73,8.14,75,476,6.35,1.31,0.27,57,71,10.71,6.7,High,Popular
21895,POTTING SHED SOW 'N' GROW SET,4.25,4.25,1,1,1.0,4.25,,1,1,4.25,1.0,Low,Niche
21896,POTTING SHED TWINE,2168.25,22.82,95,954,10.04,2.1,0.05,80,92,27.1,10.37,Premium,Popular
21897,POTTING SHED CANDLE CITRONELLA,1250.82,625.41,2,402,201.0,2.88,0.47,1,2,1250.82,201.0,High,Niche
21898,POTTING SHED ROSE CANDLE,1423.03,203.29,7,445,63.57,3.02,0.11,6,7,237.17,63.57,High,Niche
21899,GARAGE KEY FOB,491.15,4.16,118,733,6.21,0.71,0.23,81,115,6.06,6.37,Medium,Popular
21899,"KEY FOB , GARAGE DESIGN",1169.87,10.64,110,1915,17.41,0.65,0.02,90,107,13.0,17.9,High,Popular
21900,"KEY FOB , SHED",1966.28,7.23,272,3092,11.37,0.69,0.19,167,267,11.77,11.58,High,Best-Seller
21901,"KEY FOB , BACK DOOR ",1148.71,4.69,245,1755,7.16,0.68,0.16,143,235,8.03,7.47,High,Best-Seller
21902,"KEY FOB , FRONT  DOOR ",1181.93,7.04,168,1923,11.45,0.68,0.17,114,162,10.37,11.87,High,Best-Seller
21903,MAN FLU METAL SIGN,2387.88,15.21,157,1142,7.27,2.23,0.52,113,155,21.13,7.37,Premium,Best-Seller
21904,HOUSE WRECKING METAL SIGN ,107.1,4.28,25,51,2.04,2.1,0.0,21,23,5.1,2.22,Low,Occasional
21905,MORE BUTTER METAL SIGN ,707.41,6.37,111,685,6.17,1.29,0.63,84,110,8.42,6.23,High,Popular
21906,PHARMACIE FIRST AID TIN,3335.56,33.03,101,500,4.95,6.73,0.15,71,100,46.98,5.0,Premium,Popular
21907,I'M ON HOLIDAY METAL SIGN,4763.65,14.31,333,2295,6.89,2.11,0.2,207,330,23.01,6.95,Premium,Best-Seller
21908,CHOCOLATE THIS WAY METAL SIGN,7237.92,18.9,383,3649,9.53,2.14,0.33,219,376,33.05,9.7,Premium,Best-Seller
21910,WAY OUT METAL SIGN ,59.4,7.42,8,36,4.5,1.65,0.0,8,8,7.42,4.5,Low,Niche
21911,GARDEN METAL SIGN ,193.05,9.19,21,117,5.57,1.65,0.0,18,21,10.73,5.57,Medium,Occasional
21912,VINTAGE SNAKES & LADDERS,5523.53,20.38,271,1575,5.81,3.84,0.65,201,268,27.48,5.88,Premium,Best-Seller
21913,VINTAGE SEASIDE JIGSAW PUZZLES,1153.78,12.68,91,308,3.38,3.83,0.55,72,91,16.02,3.38,High,Popular
21914,BLUE HARMONICA IN BOX ,9267.63,17.52,529,7470,14.12,1.28,0.2,307,519,30.19,14.39,Premium,Best-Seller
21915,RED  HARMONICA IN BOX ,23872.68,41.52,575,21038,36.59,1.26,0.17,350,569,68.21,36.97,Premium,Best-Seller
21916,SET 12 RETRO WHITE CHALK STICKS,1781.62,6.96,256,4387,17.14,0.43,0.07,156,249,11.42,17.62,High,Best-Seller
21917,SET 12 KIDS  WHITE CHALK STICKS,1658.7,8.68,191,4108,21.51,0.43,0.06,132,188,12.57,21.85,High,Best-Seller
21918,SET 12 KIDS COLOUR  CHALK STICKS,2821.42,9.76,289,7029,24.32,0.43,0.06,193,285,14.62,24.66,Premium,Best-Seller
21922,UNION STRIPE WITH FRINGE  HAMMOCK,5682.09,33.62,169,759,4.49,7.95,1.22,113,167,50.28,4.54,Premium,Best-Seller
21925,UNION STRIPE CUSHION COVER ,511.25,7.3,70,409,5.84,1.25,0.0,38,69,13.45,5.93,Medium,Popular
21926,RED/CREAM STRIPE CUSHION COVER ,527.4,8.51,62,428,6.9,1.25,0.02,35,62,15.07,6.9,Medium,Popular
21927,BLUE/CREAM STRIPE CUSHION COVER ,818.65,7.65,107,661,6.18,1.25,0.02,42,106,19.49,6.24,High,Popular
21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,15112.55,32.57,464,8022,17.29,2.06,0.24,232,459,65.14,17.48,Premium,Best-Seller
21928,JUMBO BAG SCANDINAVIAN PAISLEY,3435.6,36.16,95,1950,20.53,1.91,0.1,76,93,45.21,20.97,Premium,Popular
21929,JUMBO BAG PINK VINTAGE PAISLEY,18817.05,30.45,618,10111,16.36,2.04,0.25,308,614,61.09,16.47,Premium,Best-Seller
21930,JUMBO STORAGE BAG SKULLS,10897.03,22.51,484,5709,11.8,2.03,0.09,220,474,49.53,12.04,Premium,Best-Seller
21931,JUMBO STORAGE BAG SUKI,22391.2,28.02,799,11849,14.83,2.03,0.15,333,790,67.24,15.0,Premium,Best-Seller
21932,SCANDINAVIAN PAISLEY PICNIC BAG,4419.01,13.39,330,2500,7.58,1.85,0.46,218,322,20.27,7.76,Premium,Best-Seller
21933,PINK VINTAGE PAISLEY PICNIC BAG,4300.81,14.48,297,2413,8.12,1.84,0.44,198,286,21.72,8.44,Premium,Best-Seller
21934,SKULL SHOULDER BAG,2097.7,14.57,144,1298,9.01,1.65,0.03,85,144,24.68,9.01,Premium,Best-Seller
21935,SUKI  SHOULDER BAG,2826.02,13.72,206,1764,8.56,1.64,0.03,121,205,23.36,8.6,Premium,Best-Seller
21936,RED RETROSPOT PICNIC BAG,10528.76,26.32,400,3814,9.54,2.94,0.31,223,397,47.21,9.61,Premium,Best-Seller
21937,STRAWBERRY   PICNIC BAG,4480.65,20.94,214,1607,7.51,2.93,0.09,146,212,30.69,7.58,Premium,Best-Seller
21942,SKULLS DESIGN FLANNEL,144.75,6.03,24,173,7.21,0.83,0.09,14,24,10.34,7.21,Medium,Occasional
21943,CAKES AND RABBITS DESIGN FLANNEL ,48.45,4.84,10,57,5.7,0.85,0.0,7,10,6.92,5.7,Low,Niche
21944,KITTENS DESIGN FLANNEL,177.88,5.23,34,232,6.82,0.77,0.18,24,33,7.41,7.03,Medium,Occasional
21945,STRAWBERRIES  DESIGN FLANNEL ,190.79,6.36,30,225,7.5,0.83,0.08,27,29,7.07,7.76,Medium,Occasional
21946,PARTY TIME DESIGN FLANNEL,58.9,5.35,11,72,6.55,0.81,0.14,8,11,7.36,6.55,Low,Occasional
